title,company,location,job_url,description,date_posted,job_type,is_remote,salary_min,salary_max,interval
Network Engineer I (Remote) - WashU IT,Washington University in St. Louis,"St Louis, MO",https://www.linkedin.com/jobs/view/4411793352,,2026-05-08,,True,,,
Implementations Network Engineer II,Leidos,"Scott AFB, IL",https://www.linkedin.com/jobs/view/4403439590,,2026-05-08,,False,,,
Implementations Network Engineer II,Leidos,"Scott AFB, IL",https://www.linkedin.com/jobs/view/4403433720,,2026-05-08,,False,,,
Cloud Security Engineer,Stifel Financial Corp.,"St Louis, MO",https://www.linkedin.com/jobs/view/4412198393,,2026-05-08,,False,,,
Security Software Engineer,Boeing,"Swansea, IL",https://www.linkedin.com/jobs/view/4411768873,,2026-05-08,,False,,,
"Lead, Infrastructure Project Management Engineer",Mastercard,"O'Fallon, MO",https://www.linkedin.com/jobs/view/4381125175,,2026-05-08,,False,,,
Systems Engineer - Distributed Mission Operations (DMO) (Mid-Level & Senior),Boeing,"Berkeley, MO",https://www.linkedin.com/jobs/view/4411779196,,2026-05-08,,False,,,
Network Engineer,"Caleres, Inc.","St Louis, MO",https://www.linkedin.com/jobs/view/4391782420,,,,False,,,
Systems Engineer Expert Level,Integrity Technology Consultants,"St Louis, MO",https://www.linkedin.com/jobs/view/4411219603,,,,False,,,
Implementation Engineer,Jobs via Dice,"Scott AFB, IL",https://www.linkedin.com/jobs/view/4409974566,,2026-05-09,,False,,,
"Senior Software Engineer, Identity",Apple,"Denver, CO, US",https://www.indeed.com/viewjob?jk=17e0634937f9cce0,"We are the Workload Identity team in the Apple Services Engineering Security org. Our team’s primary responsibility is to manage and establish identities for software applications, services, and containers to securely access cloud resources, ensuring proper authentication and authorization for these workloads without requiring manual credential management.  

  

We are expanding our team and looking to add a Senior Software Engineer who will play a critical role in ensuring our customers adhere to the latest and most effective security practices for addressing identity. We are looking for a passionate and talented technical lead engineer who will focus on creating fundamental security services, addressing identity challenges on a large scale within the ASE organization. Success in this role requires individuals to possess a blend of profound technical expertise, extensive knowledge in security, and substantial experience in large\-scale operations.  

  

**Description**  

  

Your duties in this role will include defining, advocating, and driving the adoption of a standardized set of minimum security requirements while monitoring progress. You will have direct influence on the future of our security protocols, guiding engineering teams as they incorporate secure practices and tools into their development processes.  

  

**Preferred Qualifications**  

  

Hands\-on experience with Systems, including the ability to configure and troubleshoot system initialization processes  

  

Understanding of network security principles, protocols, and technologies, including firewalls, VPNs, and secure communication channels  

  

Familiarity with incident response processes and the ability to respond to security incidents effectively  

  

Knowledge of cryptographic algorithms and protocols for securing data, including TLS/SSL, digital signatures, hashing, and encryption  

  

Knowledge of authentication and authorization mechanisms, including OAuth, JWT, and other identity management protocols  

  

**Minimum Qualifications**  

  

7\+ years of software development or production operations experience in a large\-scale environment  

  

Strong programming skills in Golang, as you’ll be working extensively with Go\-based applications  

  

Proven experience building and operating large scale, highly available, distributed, and fault tolerant systems  

  

Excellent understanding of operating systems concepts including multi\-threading, memory management, networking and storage, performance and scale  

  

Experience with Kubernetes, Docker, and containerization (CNCF Kubernetes Developer or equivalent)  

  

Knowledge of securing APIs, including input validation, authentication, and authorization mechanisms for RESTful and gRPC APIs  

  

BS/MS in Computer Science or equivalent experience "",""internalDetails"":null  

  

**Pay \& Benefits**  

  

At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $162,500 and $286,400, and your base pay will depend on your skills, qualifications, experience, and location.  

  

Apple employees also have the opportunity to become an Apple shareholder through participation in Apple's discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple's Employee Stock Purchase Plan. You'll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses \- including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits  

  

Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.",2026-05-10,,False,162500.0,286400.0,yearly
Identity & Access Management Engineer (Hybrid/Remote),MKS Instruments,"Broomfield, CO, US",https://www.indeed.com/viewjob?jk=29d6db49aeddb803,"**A Day in Your Life at MKS**


The Identity \& Access Management Engineer will be responsible for the ongoing operation and evolution of the Saviynt Identity Governance \& Administration (IGA) platform, including designing, implementing, and optimizing identity governance solutions across the enterprise. This role partners closely with security, IT, and application teams to deliver scalable, compliant, and efficient identity lifecycle management.


As a technical expert in identity governance, you will contribute to platform stability, integrations, and continuous improvement while helping advance MKS’s overall IAM maturity.


The ideal candidate is a highly motivated, self‑driven professional who enjoys solving complex problems, learning new technologies, and delivering secure identity solutions.

**You Will Make an Impact By**

**Saviynt Platform Ownership**

* Serve as the subject matter expert (SME) for the Saviynt IGA platform
* Oversee configuration, customization, and integration of Saviynt with enterprise systems
* Ensure platform scalability, performance, reliability, and alignment with security standards
* Support ongoing operations including upgrades, maintenance, and issue resolution
* Collaborate with vendors and internal stakeholders to ensure platform success

**Technical Leadership**

* Provide technical guidance and knowledge sharing within the IAM team
* Partner with IT and security leadership to prioritize work and deliver solutions
* Contribute to and promote best practices for configuration, development, and operations
**Identity Lifecycle Management**

* Design and maintain workflows for user provisioning, de\-provisioning, and access reviews.
* Implement role\-based access control (RBAC) and attribute\-based access control (ABAC) models.

**Integration \& Automation**

* Develop connectors and integrations between Saviynt/CyberArk and applications (on\-prem and cloud).
* Automate identity processes using APIs, scripts, and Saviynt/CyberArk
* Improve operational efficiency through automation and solution optimization

**Security \& Compliance**

* Ensure adherence to regulatory requirements (e.g., SOX, GDPR).
* Conduct periodic access certifications and audits.
* Implement controls for privileged access management.

**Incident Management \& Continuous Improvement**

* Troubleshoot and resolve Saviynt platform issues
* Perform root cause analysis and implement preventive measures.
* Stay current with Saviynt product capabilities, roadmap updates, and IAM industry trends
* Recommend enhancements to improve security posture and operational efficiency

**Skills You Bring:**

* Strong hands\-on experience with Saviynt IGA platform (configuration, workflows, connectors)
* Solid understanding of identity and access management concepts and best practices
* Knowledge of directory services (Active Directory, LDAP), SSO, and federation protocols (SAML, OAuth, OIDC).
* Familiarity with APIs, REST, and scripting languages (PowerShell, Python).
* Proven ability to lead technical teams and manage complex projects.
* Strong problem\-solving and analytical skills with minimal supervision and escalate issues as appropriate
* Excellent communication skills for collaboration with stakeholders and vendors.
* Working with an international team and stakeholders (USA, India, Germany, …)

**Requirements**
----------------

* 5\+ years in IAM engineering roles, with at least
* 2\+ years focused on Saviynt.
* Experience in large\-scale enterprise environments.
* Demonstrated understanding of risk and compliance frameworks
* Excellent documentation, written and communication skills
* Must be a detail\-oriented, well\-organized, self\-starter able to work in a dynamic environment with the ability to perform multiple tasks
* Highly motivated individual with the ability to self\-start, prioritize, and multi\-task

**Preferred Requirements:**

* Saviynt certification
* Scripting and/or programming skills in technologies, such as PowerShell, SQL, Python, and JSON
* Strong interpersonal and communication skills and the ability to collaborate and work effectively with a wide range of cross\-functional teams, vendors, and time zones
* Experience with REST protocols
* Familiarity with standards for SSO technologies such as SAML2, OAuth2

 **Physical Demands and Working Conditions****:**

* Perform activities such as sitting, standing, or typing for extended periods of time
* Regularly requires good manual dexterity and coordination
* Must be able to communicate information and ideas so others will understand
* Must be able to exchange accurate information
* The ability to observe documents and details at close range (within a few feet of the observer)
* Operates in a professional office environment
* Constantly operates a computer and other office productivity machinery
* Noise level in the work environment is usually average


This position is **remote** but candidates must be within commutable distance to **Andover MA, Broomfield CO, Rochester NY, or Irvin CA**. Relocation benefits are not available for this position.


We are interested in a qualified candidates eligible to work in the United States and will not be sponsoring work visas for this position, at this time.


MKS is an equal opportunity employer, including disability, veteran status and all categories protected by law. Please review our EOE statements for additional details. MKS is generally only hiring candidates who reside in states where we are registered to do business.

**Compensation and Benefits:**

* **Salary Pay Range**: $ 88,000 \- $147,000 per year. This range is a good faith estimate of the expected salary range for this position, based on a wide range of factors including qualifications, experience and training, operational and business needs and other considerations permitted by law.
* **Bonus:** This position is eligible for a discretionary annual bonus, in an amount to be determined by MKS \[or as applicable].
* **Benefits:** MKS offers a comprehensive benefits package, including health insurance coverage (medical, dental and vision), 401(k) with company match, life and disability insurance, 12 paid holidays, sick time, 15 paid vacation days, \[6 weeks fully paid] parental leave, adoption assistance and tuition reimbursement \[and for participation in any stock programs, signing bonus, etc.


\#LI\-MH1 \#LI\-Remote


Globally, our policy is to recruit individuals from wide and diverse backgrounds. However, certain positions require access to controlled goods and technologies subject to the International Traffic in Arms Regulations (ITAR) or Export Administration Regulations (EAR). Applicants for these positions may need to be “U.S. persons.” “U.S. persons” are generally defined as U.S. citizens, noncitizen nationals, lawful permanent residents (or, green card holders), individuals granted asylum, and individuals admitted as refugees.


MKS Inc. and its affiliates and subsidiaries (“MKS”) is an affirmative action and equal opportunity employer: diverse candidates are encouraged to apply. We win as a team and are committed to recruiting and hiring qualified applicants regardless of race, color, national origin, sex (including pregnancy and pregnancy\-related conditions), religion, age, ancestry, physical or mental disability or handicap, marital status, membership in the uniformed services, veteran status, sexual orientation, gender identity or expression, genetic information, or any other category protected by applicable law. Hiring decisions are based on merit, qualifications and business needs. We conduct background checks and drug screens, in accordance with applicable law and company policies. MKS is generally only hiring candidates who reside in states where we are registered to do business.


It is unlawful in Massachusetts to require or administer a lie detector test as a condition of employment or continued employment. An employer who violates this law shall be subject to criminal penalties and civil liability.


MKS is committed to working with and providing reasonable accommodations to qualified individuals with disabilities. If you need a reasonable accommodation during the application or interview process due to a disability, please contact us at: accommodationsatMKS@mksinst.com .


If applying for a specific job, please include the requisition number (ex: RXXXX), the title and location of the role",2026-05-08,fulltime,True,88000.0,147000.0,yearly
